NAME : Thiene
92 45.707584 11.4745386
93 45.6962624 11.4832333
94 45.696519 11.4831352
95 45.7094685 11.4742256
96 45.7096103 11.4742016
97 45.711036 11.4741367
98 45.7143366 11.4720964
99 45.7155311 11.4713897
100 45.7166191 11.4706593
101 45.709449 11.4905678
102 45.7076609 11.4930418
103 45.7083449 11.494012
104 45.7137819 11.4805646
105 45.7150256 11.4807097
106 45.7152967 11.480694
107 45.7177799 11.4803875
108 45.7155592 11.4882238
109 45.7190459 11.4897731
110 45.7098668 11.4775023
111 45.71252 11.4796771
112 45.713284 11.4801941
113 45.7074899 11.4801534
114 45.7065926 11.4814416
115 45.7059541 11.4806458
116 45.7052266 11.4816673
117 45.704063 11.4825305
118 45.7005734 11.4841322
119 45.7008547 11.4835248
120 45.7003007 11.4855053
121 45.7115116 11.4673056
122 45.7133697 11.468659
123 45.7132212 11.4686555
124 45.702579 11.4753374
125 45.7039046 11.4773796
126 45.7185021 11.4615525
127 45.7158466 11.4588498
128 45.7170695 11.4635907
129 45.7174699 11.4630909
130 45.7194158 11.4646975
131 45.7034508 11.5105561
132 45.6960704 11.4835952
133 45.6938406 11.4924355
134 45.7169267 11.4700205
135 45.716885 11.4703217
136 45.7170018 11.470416
137 45.721831 11.4675727
138 45.718141 11.4608708
139 45.7173703 11.4608543
140 45.7102695 11.4731321
141 45.7110351 11.4736612
142 45.7104119 11.4779631
143 45.710948 11.4741395
144 45.7031908 11.47628
145 45.7023804 11.4765
146 45.7027151 11.4768958
147 45.701814 11.4757224
148 45.6995564 11.4782299
149 45.7005493 11.4798281
150 45.7012106 11.4805696
151 45.7002025 11.4821641
152 45.6994175 11.482147
153 45.6983523 11.4831608
154 45.6966011 11.4834933
155 45.6984678 11.4799509
156 45.6996827 11.4805749
157 45.6992475 11.48101
158 45.6991346 11.4808166
159 45.6983576 11.4817491
160 45.6992353 11.486822
161 45.7103212 11.4816935
162 45.7103071 11.4816365
163 45.7101949 11.481542
164 45.7100754 11.4816606
165 45.7100952 11.4818397
166 45.7102179 11.4819056
167 45.7104841 11.4818625
168 45.7100519 11.4821532
169 45.7100441 11.4813103
170 45.7156111 11.4714936
171 45.7156667 11.471193
172 45.7155267 11.4713216
173 45.7139301 11.4944814
174 45.7129829 11.4925897
175 45.7125423 11.4910451
176 45.7100672 11.4931525
177 45.7101989 11.4933238
178 45.7101066 11.4934817
179 45.7099899 11.4933389
180 45.7142936 11.489408
181 45.7134892 11.4890875
182 45.7130657 11.4882945
183 45.6978472 11.4603326
184 45.6977685 11.4606366
185 45.6974473 11.4607875
186 45.697206 11.460455
187 45.6972012 11.4602381
188 45.7098048 11.4519023
189 45.7130189 11.4781001
190 45.7142618 11.4787816
191 45.7084949 11.4868834
192 45.7095301 11.4862411
193 45.7101784 11.4858369
194 45.7103163 11.4859644
195 45.7118392 11.48654
196 45.7152477 11.4881995
197 45.7152495 11.4881171
198 45.7151119 11.4880463
199 45.7150808 11.4880977
200 45.7150905 11.4882333
201 45.7151668 11.4882841
202 45.7152116 11.4882637
203 45.7150397 11.4884653
204 45.7139291 11.4887302
205 45.7135015 11.4878958
206 45.7131097 11.4895015
207 45.7139465 11.4874656
208 45.7126639 11.4886601
209 45.7127348 11.4869327
210 45.7134807 11.4901593
211 45.7138041 11.4908083
212 45.7120892 11.4875972
213 45.7116158 11.4880435
214 45.7109054 11.4853932
215 45.7112046 11.4872009
216 45.7102253 11.4883525
217 45.7107745 11.4900436
218 45.7105396 11.490312
219 45.710611 11.4910537
220 45.7112328 11.490478
221 45.7115274 11.4910617
222 45.7106748 11.4918201
223 45.7107828 11.4926895
224 45.7127783 11.4918598
225 45.7116098 11.492893
226 45.7107181 11.4937273
227 45.7109363 11.494519
228 45.7119334 11.493571
229 45.7113148 11.4921971
230 45.7115476 11.4979339
231 45.711257 11.4968912
232 45.7109388 11.4962461
233 45.7100815 11.4974678
234 45.710377 11.4941348
235 45.70573 11.4993303
236 45.7036501 11.4940517
237 45.7022714 11.4911077
238 45.7001169 11.4909493
239 45.699669 11.4901915
240 45.6998183 11.4900159
241 45.6994394 11.4893254
242 45.6992137 11.4907059
243 45.6980443 11.4887901
244 45.7001025 11.4883429
245 45.6996835 11.4877492
246 45.6994205 11.4873512
247 45.7001254 11.4868591
248 45.7012676 11.4879227
249 45.7007309 11.4872711
250 45.6995581 11.4864217
251 45.6996413 11.4855098
252 45.7011105 11.4865917
253 45.7032667 11.4891768
254 45.6972162 11.4865664
255 45.6965709 11.4853738
256 45.6962174 11.4866858
257 45.6964334 11.489635
258 45.7022645 11.508446
259 45.7043978 11.5085384
260 45.7038615 11.5094167
261 45.7016828 11.509044
262 45.7015628 11.5090842
263 45.701343 11.5089489
264 45.697156 11.5011577
265 45.7024914 11.4687035
266 45.7021612 11.4683977
267 45.7024841 11.4686896
268 45.7025469 11.4686967
269 45.7022969 11.4711965
270 45.7015409 11.4701641
271 45.7016829 11.4705219
272 45.7022021 11.4713518
273 45.7002924 11.4520158
274 45.7025434 11.4686347
275 45.7033849 11.4584308
276 45.7027354 11.4562379
277 45.7024262 11.455585
278 45.7032629 11.4626895
279 45.7039103 11.4619171
280 45.7038186 11.4655359
281 45.702878 11.4671541
282 45.7065117 11.4655305
283 45.7066855 11.465273
284 45.7065612 11.4655961
285 45.706236 11.4661399
286 45.7061221 11.4663373
287 45.7067523 11.465319
288 45.7077354 11.4666472
289 45.7073211 11.4643286
290 45.7050948 11.4682037
291 45.7039653 11.4685781
292 45.7049765 11.4670738
293 45.7054099 11.4676438
294 45.7047183 11.4667499
295 45.7059587 11.4648684
296 45.7031347 11.4627679
297 45.7027371 11.4671166
298 45.7074283 11.468284
299 45.7068077 11.4694533
300 45.706534 11.4699895
301 45.7063012 11.4696992
302 45.7056709 11.4707085
303 45.7093413 11.4667811
304 45.7097297 11.4674244
305 45.7088466 11.4660887
306 45.7024951 11.4715501
307 45.7025765 11.4709466
308 45.7024317 11.4714134
309 45.7023886 11.4715937
310 45.7023982 11.4716582
311 45.70292 11.4724721
312 45.7011154 11.4694958
313 45.7101957 11.5171524
314 45.7063751 11.5065225
315 45.6975074 11.4862968
316 45.698097 11.4873042
317 45.6982679 11.4878724
318 45.6983094 11.4845563
319 45.6988186 11.4770012
320 45.7182133 11.5172559
321 45.7068711 11.4772293
322 45.7107941 11.4414554
323 45.7104477 11.481623
324 45.7118238 11.479225
325 45.7064442 11.4856533
326 45.7071182 11.4866304
327 45.7079408 11.4855235
328 45.7113476 11.4979837
329 45.7113197 11.498412
330 45.7148462 11.5043573
331 45.7166994 11.5017175
332 45.7233071 11.4926641
333 45.718778 11.4993796
334 45.7148486 11.5077858
335 45.7113173 11.4676499
336 45.7196619 11.4900973
337 45.7188002 11.4642275
338 45.7173433 11.4665128
339 45.7154575 11.4617685
340 45.716427 11.4603348
341 45.7163423 11.4601876
342 45.7167823 11.4595596
343 45.7180195 11.4623708
344 45.7175597 11.4617807
345 45.709089 11.4783134
346 45.7113202 11.4802308
347 45.7126137 11.4813547
348 45.7115717 11.4833002
349 45.712317 11.4777046
350 45.7106091 11.4768685
351 45.7104027 11.4802979
352 45.7107629 11.4796769
353 45.7113349 11.4788732
354 45.7095514 11.4772158
355 45.713394 11.476478
356 45.7113567 11.477201
357 45.7107382 11.4781626
358 45.7146658 11.4771985
359 45.7083913 11.4920093
360 45.7089346 11.4927654
361 45.7080924 11.4924287
362 45.708738 11.4934444
363 45.7092584 11.4898317
364 45.7079419 11.4916293
365 45.7082224 11.4912395
366 45.7085572 11.4917728
367 45.7092138 11.4896594
368 45.7069441 11.4738938
369 45.712742 11.4789245
370 45.7126612 11.4766039
371 45.7120845 11.4785662
372 45.712501 11.4764996
373 45.7128366 11.4767847
374 45.711748 11.4665841
375 45.7110071 11.4671755
376 45.7143135 11.4674748
377 45.7146075 11.4678196
378 45.7156669 11.4689961
379 45.7066472 11.4718307
380 45.7053939 11.4742585
381 45.7050761 11.4753657
382 45.7008924 11.4822599
383 45.7064793 11.475062
384 45.6997462 11.4689943
385 45.6974267 11.4598848
386 45.6973499 11.4607302
387 45.7147056 11.4770745
388 45.7145484 11.4807094
389 45.7146063 11.4793425
390 45.714143 11.4792279
391 45.7157703 11.4794389
392 45.7176093 11.4791926
393 45.7192375 11.4780035
394 45.7142424 11.456644
395 45.7142104 11.4583355
396 45.6988696 11.4751569
397 45.6994512 11.4758463
398 45.7128254 11.4693404
399 45.7096304 11.4912681
400 45.7097804 11.496721
401 45.709788 11.4946517
402 45.6949411 11.455703
403 45.7041052 11.4745051
404 45.7041286 11.4742488
405 45.7041749 11.4743527
406 45.7042082 11.4742772
407 45.7042645 11.4742552
408 45.704176 11.4743923
409 45.70423 11.4744891
410 45.7042718 11.4744952
411 45.7043421 11.4744014
412 45.7043421 11.4743503
413 45.7043822 11.4741966
414 45.7037262 11.4883267
415 45.7042068 11.488876
416 45.7076471 11.4903891
417 45.7089504 11.4886422
418 45.7059461 11.4923903
419 45.7082321 11.5036557
420 45.7002928 11.4894761
421 45.6994014 11.4904858
422 45.69907 11.4908822
423 45.6973444 11.4928156
424 45.6996753 11.4982064
425 45.698381 11.4949971
426 45.7004031 11.4923685
427 45.700115 11.4927531
428 45.7111589 11.4827577
429 45.710287 11.4841409
430 45.6907999 11.467767
431 45.7009796 11.4932592
432 45.7020907 11.4949511
433 45.7017406 11.4919995
434 45.7028451 11.4940499
435 45.7046897 11.5002156
436 45.7127909 11.5013819
437 45.7125841 11.5017047
438 45.7071447 11.5053305
439 45.7083145 11.5077373
440 45.7058302 11.5027162
441 45.7108657 11.4899952
442 45.7119617 11.489209
443 45.7120682 11.4896784
444 45.7130344 11.4905795
445 45.7135497 11.4916854
446 45.7111238 11.4953083
447 45.7107927 11.4955155
448 45.7137873 11.4946532
449 45.7124772 11.4930698
450 45.7131666 11.4943603
451 45.7118058 11.4917363
452 45.7143442 11.4965862
453 45.716694 11.4972176
454 45.7164893 11.501906
455 45.7051379 11.4789695
456 45.7050868 11.4785538
457 45.7066877 11.4797622
458 45.7072104 11.4805962
459 45.7063758 11.4801465
460 45.7066669 11.4797837
461 45.7063406 11.4793821
462 45.7060697 11.4797225
463 45.7076465 11.4799005
464 45.7080911 11.4804806
465 45.7088394 11.4846639
466 45.7089314 11.4851057
467 45.7089234 11.4851614
468 45.7091722 11.4849768
469 45.7092921 11.4854813
470 45.709283 11.4854059
471 45.7092448 11.4854709
472 45.709105 11.4854995
473 45.709214 11.4859223
474 45.7092183 11.4860565
475 45.7090524 11.4857283
476 45.7090869 11.4858453
477 45.7091413 11.4859285
478 45.7093719 11.4851744
479 45.7093247 11.4851978
480 45.7093251 11.4851281
481 45.7093258 11.4861927
482 45.7096091 11.4855728
483 45.709474 11.4856685
484 45.7093113 11.4862635
485 45.7093546 11.4863464
486 45.7088306 11.4840305
487 45.6961679 11.4668177
488 45.7001173 11.4686677
489 45.7131975 11.4854321
490 45.7124609 11.4868106
491 45.6976652 11.4599131
492 45.703332 11.4663731
493 45.7044919 11.4677724
494 45.7044855 11.4692279
495 45.7107374 11.4690726
496 45.7059874 11.4730128
497 45.7091332 11.472605
498 45.7078237 11.4764971
499 45.7053162 11.4723784
500 45.7085017 11.4735142
501 45.7070394 11.4637284
502 45.7075997 11.4626749
503 45.7052286 11.4689054
504 45.7011798 11.4628914
505 45.7019388 11.4633156
506 45.7031567 11.4625265
507 45.7015671 11.4593944
508 45.7051252 11.4700268
509 45.7013195 11.4605748
510 45.7053073 11.4702543
511 45.7015443 11.4633699
512 45.7017947 11.4650426
513 45.7023086 11.4604508
514 45.703233 11.46169
515 45.7017567 11.4630549
516 45.7028362 11.4660329
517 45.7048158 11.4696404
518 45.7023957 11.462107
519 45.7025229 11.462968
520 45.7017827 11.4612377
521 45.70231 11.4655326
522 45.7018827 11.4598441
523 45.7064008 11.4627365
524 45.7100145 11.4755466
525 45.7095155 11.477239
526 45.7107715 11.4757777
527 45.7026907 11.4688285
528 45.7037092 11.4723672
529 45.7037724 11.4683254
530 45.703482 11.4711003
531 45.7051166 11.4727792
532 45.7036262 11.468134
533 45.7026441 11.470002
534 45.7031859 11.4708501
535 45.7071829 11.4687273
536 45.7033084 11.4729993
537 45.7037554 11.4737443
538 45.7046607 11.4723155
539 45.7050856 11.4715018
540 45.7027062 11.4695404
541 45.7043905 11.472742
542 45.7033727 11.467802
543 45.7041558 11.4731124
544 45.7045683 11.4693313
545 45.7027695 11.4705036
546 45.7037236 11.4713611
547 45.7040937 11.4717607
548 45.7035684 11.4702411
549 45.7039383 11.4720058
550 45.7161096 11.4840901
551 45.7191147 11.4861759
552 45.7141717 11.4806616
553 45.7139539 11.4826827
554 45.7134385 11.4822326
555 45.7126021 11.5141214
556 45.7056049 11.4850897
557 45.7062076 11.4859898
558 45.6999119 11.4692448
559 45.7038634 11.4699513
560 45.7062293 11.4668811
561 45.703922 11.4830067
562 45.7066036 11.4835984
563 45.706905 11.4869767
564 45.7001923 11.468827
565 45.7000241 11.4693934
566 45.7041031 11.4687503
567 45.6997819 11.4690738
568 45.700359 11.4688813
569 45.7036206 11.4694734
570 45.7043913 11.4691102
571 45.711379 11.4683253
572 45.7129943 11.4639727
573 45.7130771 11.4870919
574 45.7111397 11.4687096
575 45.7170151 11.4635314
576 45.7134287 11.4857364
577 45.7057204 11.4582397
578 45.7122859 11.4903673
579 45.7082262 11.4614986
580 45.7153867 11.5035344
581 45.6974444 11.4770619
582 45.6982975 11.4781412
583 45.6979976 11.4762168
584 45.6968408 11.4763103
585 45.6974669 11.4754099
586 45.7028155 11.480077
587 45.7024783 11.4809442
588 45.7014046 11.4653334
589 45.6954079 11.4626441
590 45.6948599 11.4662782
591 45.7008375 11.464473
592 45.7015184 11.4653512
593 45.70047 11.4639625
594 45.7018484 11.4650937
595 45.6982785 11.4621482
596 45.7165338 11.4594504
597 45.717332 11.462098
598 45.7174336 11.4576165
599 45.7162439 11.4605489
600 45.7164618 11.4608623
601 45.7159652 11.4616334
602 45.7182398 11.458574
603 45.7157594 11.4619584
604 45.7168692 11.462796
605 45.7173914 11.4598484
606 45.7184571 11.4614661
607 45.7153794 11.4659722
608 45.716727 11.4639052
609 45.7038495 11.4800295
610 45.7040907 11.4793151
611 45.7059534 11.4740462
612 45.707849 11.4687016
613 45.704661 11.4736686
614 45.7109586 11.4646374
615 45.7056051 11.4743878
616 45.7063459 11.4715139
617 45.7096539 11.4672785
618 45.7056756 11.4744516
619 45.7063663 11.4750938
620 45.706937 11.4692104
621 45.7073346 11.4696593
622 45.7150969 11.4793839
623 45.7135138 11.4793619
624 45.7137755 11.4785164
625 45.7099808 11.479151
626 45.7121216 11.4823051
627 45.7128605 11.4809274
628 45.7115321 11.4798075
629 45.7099376 11.4792912
630 45.7108753 11.480997
631 45.7180864 11.4675427
632 45.7125137 11.4697147
633 45.7124273 11.4677697
634 45.7114908 11.4694342
635 45.7117427 11.4681138
636 45.7117826 11.4689131
637 45.7120487 11.4684379
638 45.713308 11.472284
639 45.7154159 11.4722719
640 45.7128553 11.4718325
641 45.7145557 11.4727626
642 45.712927 11.4719001
643 45.714127 11.4696934
644 45.7136476 11.47258
645 45.7145129 11.4701215
646 45.7150311 11.4732974
647 45.7114479 11.4723852
648 45.7141356 11.4730072
649 45.7126744 11.4750681
650 45.7149632 11.4761235
651 45.7130443 11.4762703
652 45.7133754 11.4752079
653 45.7120342 11.4748473
654 45.710155 11.4931307
655 45.7057413 11.4877956
656 45.7047193 11.4901831
657 45.7100604 11.4934843
658 45.7060368 11.4882532
659 45.7044879 11.4905196
660 45.705362 11.4872263
661 45.7066556 11.4835411
662 45.7054561 11.4838651
663 45.7061336 11.4829376
664 45.6999384 11.4768282
665 45.7002131 11.4764737
666 45.708765 11.484269
667 45.7087621 11.4843431
668 45.7086485 11.4843707
669 45.7081575 11.4859122
670 45.7086482 11.4842316
671 45.7087311 11.4843897
672 45.7089852 11.4775503
673 45.708859 11.4844668
674 45.7093858 11.4743463
675 45.7102888 11.4818501
676 45.7119398 11.4877399
677 45.712202 11.4874764
678 45.7121427 11.4873588
679 45.7107029 11.4898218
680 45.7118916 11.4876112
681 45.7109899 11.4899144
682 45.7090222 11.47484
683 45.7085496 11.4754588
684 45.7079315 11.4827816
685 45.709089 11.4760582
686 45.7093937 11.4764489
687 45.7080788 11.4825708
688 45.7096276 11.4807481
689 45.7086471 11.4815364
690 45.7076412 11.4745639
691 45.7080213 11.4803834
692 45.7093312 11.4803558
693 45.7114677 11.4722787
694 45.708273 11.475867
695 45.7087605 11.4813171
696 45.7115596 11.4707019
697 45.7120802 11.471207
698 45.7094999 11.480538
699 45.7088776 11.4814838
700 45.7127403 11.4716321
701 45.7126647 11.4712417
702 45.7132803 11.4697484
703 45.7081857 11.4788866
704 45.7082422 11.4789796
705 45.7082736 11.4789626
706 45.7058925 11.4782144
707 45.7055726 11.4785042
708 45.700418 11.4684902
709 45.7003586 11.4687005
710 45.6999433 11.4647173
711 45.7006916 11.4658518
712 45.7025603 11.4807334
713 45.7130615 11.4639842
714 45.7135033 11.463095
715 45.7139534 11.4622828
716 45.7158864 11.4589478
717 45.7130432 11.4830017
718 45.7122903 11.4836247
719 45.71272 11.483484
720 45.7047805 11.4790915
721 45.705155 11.4797173
722 45.7053366 11.4793806
723 45.7051023 11.4796146
724 45.7025793 11.4817234
725 45.7031833 11.4781578
726 45.7026031 11.4738632
727 45.7030763 11.4740418
728 45.7034549 11.4733286
729 45.7028793 11.4821293
730 45.7030246 11.4787092
731 45.7026644 11.4811818
732 45.7086069 11.4841833
733 45.7093986 11.4806886
734 45.7000807 11.4710561
735 45.7077875 11.4852075
736 45.7081187 11.485479
737 45.7078597 11.4833361
738 45.7085655 11.4842413
739 45.7078372 11.485147
740 45.7078282 11.4833788
741 45.7076876 11.483088
742 45.7079945 11.4854431
743 45.7080247 11.4848908
744 45.7085532 11.4657587
745 45.7125024 11.5129289
746 45.709379 11.5062517
747 45.7032829 11.4843628
748 45.7033118 11.4842909
749 45.7082692 11.4840924
750 45.7082124 11.483736
751 45.7084782 11.4840374
752 45.7084348 11.4849517
753 45.7174101 11.4640887
754 45.7166399 11.4641505
755 45.7151239 11.480704
756 45.714255 11.4829163
757 45.7148528 11.4828116
758 45.7140235 11.483782
759 45.7137163 11.4861202
760 45.7131201 11.4838726
761 45.7150163 11.4845548
762 45.71392 11.4857734
763 45.7145928 11.4842066
764 45.7148187 11.486545
765 45.7142682 11.4850865
766 45.7148657 11.4854676
767 45.7126126 11.4865254
768 45.7123063 11.4856067
769 45.7107723 11.4829201
770 45.7106348 11.4827723
771 45.7107993 11.4825157
772 45.7104283 11.4830733
773 45.7108696 11.4823711
774 45.7111199 11.4827055
775 45.7103159 11.4829392
776 45.712518 11.4845597
777 45.7122388 11.4850633
778 45.7123529 11.4851719
779 45.704238 11.4833133
780 45.7036618 11.4833647
781 45.7037919 11.4834853
782 45.7041202 11.4834412
783 45.6986713 11.489056
784 45.6984102 11.4877102
785 45.6990028 11.4886874
786 45.6993098 11.4883604
787 45.698304 11.4892113
788 45.6977353 11.4902495
789 45.697599 11.4900205
790 45.6972437 11.4894274
791 45.6974483 11.4905642
792 45.6982596 11.4911611
793 45.6985831 11.4914569
794 45.7038793 11.4829663
795 45.7008585 11.4863912
796 45.7046635 11.4880141
797 45.7045196 11.4878392
798 45.7020503 11.4841921
799 45.7010523 11.469468
800 45.6982422 11.471922
801 45.7002489 11.4687595
802 45.7010838 11.4694428
803 45.6993285 11.4732878
804 45.6984678 11.473725
805 45.6985867 11.4756786
806 45.697509 11.4743253
807 45.7003159 11.4745609
808 45.6996442 11.473799
809 45.6980985 11.4732776
810 45.698559 11.4738354
811 45.699196 11.4774644
812 45.6977894 11.4728948
813 45.6988273 11.4731173
814 45.6994885 11.4749613
815 45.6988082 11.4741373
816 45.6991637 11.4763186
817 45.699796 11.4753338
818 45.6999099 11.4743303
819 45.6984964 11.4726312
820 45.6980955 11.4745358
821 45.699153 11.474555
822 45.697142 11.4749679
823 45.6937577 11.4928323
824 45.6992603 11.4852359
825 45.6999849 11.4847307
826 45.7016308 11.4827494
827 45.6992723 11.4846848
828 45.7004718 11.4847086
829 45.6997216 11.484822
830 45.7011853 11.4829305
831 45.6985739 11.4784324
832 45.6984851 11.4783275
833 45.6988984 11.4792607
834 45.702199 11.4823151
835 45.6983964 11.4782306
836 45.6987056 11.4790239
837 45.7020296 11.4820674
838 45.7031799 11.4816719
839 45.702433 11.4819546
840 45.7033999 11.4843814
841 45.7033574 11.485259
842 45.7030714 11.4858171
843 45.7125796 11.4870924
844 45.7073569 11.4858582
845 45.7076926 11.4850333
846 45.7078493 11.4854949
847 45.7078962 11.4854317
848 45.7123604 11.487318
849 45.7076259 11.4851204
850 45.7129289 11.4870153
851 45.7126688 11.4872295
852 45.7077567 11.4853396
853 45.6997844 11.466361
854 45.7003313 11.4659775
855 45.7001802 11.4665146
856 45.6998781 11.4655524
857 45.7000731 11.4661586
858 45.7041793 11.4579267
859 45.7038716 11.4592497
860 45.7116134 11.4671805
861 45.7118524 11.4672069
862 45.7111661 11.4676343
863 45.7107655 11.4675306
864 45.7111138 11.4673414
865 45.7108954 11.4674089
866 45.7109278 11.4671937
867 45.7103235 11.4683904
868 45.7100255 11.4759499
869 45.7113137 11.4662222
870 45.7108597 11.4672088
871 45.7102559 11.4673259
872 45.7034366 11.4649905
873 45.701018 11.4931901
874 45.7025572 11.4946552
875 45.7013545 11.4926409
876 45.6984967 11.4842227
877 45.698239 11.4853397
878 45.6984853 11.4861901
879 45.7017268 11.4705186
880 45.7028815 11.4724045
881 45.7015444 11.4702112
882 45.7157055 11.4734054
883 45.7262941 11.4764733
884 45.7155354 11.4712777
885 45.7158966 11.4711384
886 45.7157326 11.4714089
887 45.7157894 11.471722
888 45.7153589 11.4714418
889 45.7157432 11.4713421
890 45.7156213 11.4711871
891 45.715329 11.4710268
892 45.7136935 11.4804988
893 45.715285 11.4714988
894 45.7146004 11.4771947
895 45.7142008 11.4787418
896 45.714919 11.476098
897 45.7095907 11.4771346
898 45.7134544 11.4630342
899 45.7129595 11.4624822
900 45.7124938 11.4632637
901 45.7130537 11.4638505
902 45.696862 11.4747102
903 45.7036917 11.4833924
904 45.7084372 11.4840541
905 45.7041926 11.4833626
906 45.7084162 11.4848623
907 45.7082259 11.4838206
908 45.7065872 11.4798887
909 45.7065047 11.4799909
910 45.7189297 11.5076994
911 45.701091 11.4695285
912 45.7050547 11.4847096
913 45.7046056 11.4852237
914 45.7050514 11.4849809
915 45.70539 11.4849371
916 45.7046087 11.4851791
917 45.7053206 11.4847202
918 45.7054446 11.4848814
919 45.7051375 11.4849741
920 45.7052739 11.484785
921 45.7049568 11.4845672
922 45.7052476 11.4851059
923 45.7034353 11.4853061
924 45.7039629 11.4848996
925 45.7036605 11.4852531
926 45.7160713 11.4775191
927 45.7167467 11.4703707
928 45.7168703 11.4704995
929 45.7168136 11.4705356
930 45.7084399 11.4792095
931 45.7044375 11.4835726
932 45.7046333 11.4835354
933 45.7040129 11.4767063
934 45.7044242 11.4762283
935 45.7039879 11.4766647
936 45.7042188 11.4770486
937 45.7056257 11.4786827
938 45.7102141 11.5005165
939 45.7099589 11.5008986
940 45.709738 11.5012354
941 45.6967335 11.4813379
942 45.696861 11.4824107
943 45.6961776 11.4815294
944 45.6964364 11.4818631
945 45.6961776 11.482228
946 45.707342 11.4840896
947 45.7075483 11.4847863
948 45.7044093 11.4802973
949 45.7044323 11.4795894
950 45.7042012 11.4801387
951 45.7045988 11.4804326
952 45.7065246 11.4740532
953 45.7067219 11.4743552
954 45.7057895 11.4734027
955 45.7060765 11.4735815
956 45.7079758 11.4777619
957 45.7186686 11.4872472
958 45.7172136 11.488937
959 45.6963167 11.4585868
960 45.6967022 11.4585554
961 45.6979132 11.4597962
962 45.6964085 11.4585421
963 45.6979566 11.4598733
964 45.6981272 11.4618511
965 45.7058221 11.4794475
966 45.7060401 11.4796824
967 45.7068601 11.4740682
968 45.7074229 11.4746606
969 45.7111921 11.5036686
970 45.7039677 11.4746032
971 45.6965338 11.4832072
972 45.6964248 11.483034
973 45.7114969 11.4669908
974 45.6961684 11.483056
975 45.7113401 11.467315
976 45.7116825 11.4669851
977 45.7110592 11.4829093
978 45.7103403 11.4840389
979 45.717971 11.4623086
980 45.6984286 11.4951336
981 45.6987852 11.4923883
982 45.6990247 11.4921044
983 45.6990286 11.4927221
984 45.6992452 11.4924744
985 45.699423 11.492271
986 45.699471 11.491575
987 45.696808 11.4746673
988 45.7103231 11.4817253
989 45.7155466 11.4714333
990 45.7057501 11.4645951
991 45.7062492 11.4639114
992 45.7100709 11.4929109
993 45.7102044 11.4932902
994 45.710261 11.4936095
995 45.7103409 11.4930652
996 45.6993915 11.4570998
997 45.6969979 11.4835184
998 45.6972331 11.4837781
999 45.711789 11.4865204
1000 45.712172 11.4855696
1001 45.7122673 11.4856778
1002 45.7029897 11.4897127
1003 45.7029973 11.4891896
1004 45.7087058 11.4782098
1005 45.7088026 11.4784652
1006 45.7085258 11.477982
1007 45.7066611 11.4788966
1008 45.7072065 11.4775931
1009 45.7072216 11.4776159
1010 45.7072768 11.4776988
1011 45.7030916 11.5115733
